cpc;description_en;common_name_en
P21421;Groundnuts, shelled;
P21422;Almonds, shelled;
P21423;Hazelnuts, shelled;
P21424;Cashew nuts, shelled;
P21429;Other shelled nuts;
P2143;Fruit juices;
P21431;Orange juice;
P21432;Grapefruit juice;
P21433;Pineapple juice;
P21434;Grape juice;
P21435;Apple juice;
P21439;Other fruit juices, n.e.c.;
P2149;Other prepared and preserved fruits and nuts (except by sugar);
P21491;Pineapples, otherwise prepared or preserved;
P21492;Peaches, otherwise prepared or preserved;
P21493;Fruits and nuts, uncooked or cooked, frozen;
P21494;Jams, fruit jellies, marmalades, fruit or nut purree and fruit or nut pastes;
P21495;Nuts, groundnuts and other seeds, roasted, salted or otherwise prepared n.e.c.;
P21496;Fruits and nuts, provisionally preserved, not for immediate consumption;
P21499;Other prepared and preserved fruits and nuts, n.e.c.;
P215;Animal fats;
P2151;Animal fats, unrendered;
P21511;Fats, of pig and poultry, unrendered;
P21512;Cattle fat, unrendered;
P21513;Buffalo fat, unrendered;
P21514;Sheep fat, unrendered;
P21515;Goat fat, unrendered;
P21519;Other animal fats, unrendered, n.e.c.;
P2152;Animal fats, rendered;
P21521;Pig fat, rendered;
P21522;Poultry fat, rendered;
P21523;Tallow;
P21524;Fish-liver oils and their fractions;
P21525;Fats and oils and their fractions, of fish, other than liver oils;
P21526;Fats and oils and their fractions, of marine mammals;
P21529;Other animal fats, rendered;
P2159;Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared;
P21590;Animal fats and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared;
P216;Vegetable oils;
P2161;Soya bean oil;
P21611;Soya bean oil, crude;
P21612;Soya bean oil, refined;
P2162;Groundnut oil;
P21621;Groundnut oil, crude;
P21622;Groundnut oil, refined;
P2163;Sunflower-seed and safflower-seed oil;
P21631;Sunflower-seed and safflower-seed oil, crude;
P21632;Sunflower-seed and safflower-seed oil, refined;
P2164;Rape, colza and mustard oil;
P21641;Rape, colza and mustard oil, crude;
P21642;Rape, colza and mustard oil, refined;
P2165;Palm oil;
P21651;Palm oil, crude;
P21652;Palm oil, refined;
P2166;Coconut oil;
P21661;Coconut oil, crude;
P21662;Coconut oil, refined;
P2167;Olive oil;
P21671;Olive oil, crude;
P21672;Olive oil, refined;
P21673;Oil of olive residues;
P2168;Cottonseed oil;
P21681;Cottonseed oil, crude;
P21682;Cottonseed oil, refined;
P2169;Other vegetable oils, n.e.c.;
P21691;Other vegetable oils, crude or refined, n.e.c.;
P21693;Vegetable oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared;
P217;Margarine and similar preparations;
P2170;Margarine and similar preparations;
P21700;Margarine and similar preparations;
P218;Cotton linters;
P2180;Cotton linters;
P21800;Cotton linters;
P219;"Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";
P2191;Oil-cake and other solid residues, of vegetable fats or oils;
P21910;Oil-cake and other solid residues, of vegetable fats or oils;
P2192;Flours and meals of oil seeds or oleaginous fruits, except those of mustard;
P21920;Flours and meals of oil seeds or oleaginous fruits, except those of mustard;
P2193;"Vegetable waxes (other than triglycerides), whether or not refined or coloured; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";
P21931;Vegetable waxes (other than triglycerides), whether or not refined or coloured;
P21932;"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";
P22;Dairy products and egg products;
P221;Processed liquid milk, cream and whey;
P2211;Processed liquid milk;
P22110;Processed liquid milk;
P2212;Cream, fresh;
P22120;Cream, fresh;
P2213;Whey;
P22130;Whey;
P222;Other dairy products;
P2221;Milk and cream in solid forms;
P22211;Whole milk powder;
P22212;Skim milk and whey powder;
P22219;Other milk and cream in solid forms, n.e.c.;
P2222;Milk and cream, concentrated or containing added sugar or other sweetening matter, other than in solid forms;
P22221;Evaporated milk;
P22222;Condensed milk;
P22229;Milk and cream, n.e.c.;
P2223;Yoghurt and other fermented or acidified milk and cream;
P22230;Yoghurt and other fermented or acidified milk and cream;
P2224;Butter and other fats and oils derived from milk;
P22241;Butter and other fats and oils derived from milk of cattle;
P22242;Butter and other fats and oils derived from milk of buffalo;
P22249;Butter and other fats and oils derived from milk of other animals;
P2225;Cheese, fresh or processed;
P22251;Cheese from milk of cattle, fresh or processed;
P22252;Cheese from milk of buffalo, fresh or processed;
P22253;Cheese from milk of sheep, fresh or processed;
P22254;Cheese from milk of goats, fresh or processed;
P22259;Cheese, fresh or processed, n.e.c.;
P2226;Casein;
P22260;Casein;
P2227;Ice cream and other edible ice;
P22270;Ice cream and other edible ice;
P2229;Dairy products n.e.c.;
P22290;Dairy products n.e.c.;
P223;Eggs, in shell, preserved or cooked;
P2230;Eggs, in shell, preserved or cooked;
P22300;Eggs, in shell, preserved or cooked;
P23;"Grain mill products, starches and starch products; other food products";
P231;Grain mill products;
P2311;Wheat and meslin flour;
P23110;Wheat and meslin flour;
P2312;Other cereal flours;
P23120;Other cereal flours;
P2313;Groats, meal and pellets of wheat and other cereals;
P23130;Groats, meal and pellets of wheat and other cereals;
P2314;Other cereal grain products (including corn flakes);
P23140;Other cereal grain products (including corn flakes);
P2316;Rice, semi- or wholly milled, or husked;
P23161;Rice, semi- or wholly milled;
P23162;Husked rice;
P2317;Other vegetable flours and meals;
P23170;Other vegetable flours and meals;
P2318;Mixes and doughs for the preparation of bakers' wares;
P23180;Mixes and doughs for the preparation of bakers' wares;
P232;"Starches and starch products; sugars and sugar syrups n.e.c.";
P2321;"Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel";
P23210;"Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel";
P2322;"Starches; inulin; wheat gluten; dextrins and other modified starches";
P23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";
P2323;Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms;
P23230;Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms;
P233;"Preparations used in animal feeding; lucerne (alfalfa) meal and pellets";
P2331;Preparations used in animal feeding;
P23311;Dog or cat food, put up for retail sale;
P23319;Preparations used in animal feeding n.e.c.;
P2332;Lucerne (alfalfa) meal and pellets;
P23320;Lucerne (alfalfa) meal and pellets;
P234;Bakery products;
P2341;"Crispbread; rusks, toasted bread and similar toasted products";
P23410;"Crispbread; rusks, toasted bread and similar toasted products";
P2342;"Gingerbread and the like; sweet biscuits; waffles and wafers";
P23420;"Gingerbread and the like; sweet biscuits; waffles and wafers";
P2343;Pastry goods and cakes;
P23430;Pastry goods and cakes;
P2349;Bread and other bakers' wares;
P23490;Bread and other bakers' wares;
P235;Sugar and molasses;
P2351;Raw cane or beet sugar;
P23511;Cane sugar;
P23512;Beet sugar;
P2352;Refined sugar;
P23520;Refined sugar;
P2353;"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup";
P23530;"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup";
P2354;Molasses;
P23540;Molasses;
P236;Cocoa, chocolate and sugar confectionery;
P2361;Cocoa paste, whether or not defatted;
P23610;Cocoa paste, whether or not defatted;
P2362;Cocoa butter, fat and oil;
P23620;Cocoa butter, fat and oil;
P2363;Cocoa powder, not sweetened;
P23630;Cocoa powder, not sweetened;
P2364;Cocoa powder, sweetened;
P23640;Cocoa powder, sweetened;
P2365;Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms;
P23650;Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms;
P2366;Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms;
P23660;Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms;
P2367;"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar";
P23670;"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar";
P237;Macaroni, noodles, couscous and similar farinaceous products;
P2371;Uncooked pasta, not stuffed or otherwise prepared;
P23710;Uncooked pasta, not stuffed or otherwise prepared;
P2372;"Pasta, cooked, stuffed or otherwise prepared; couscous";
P23721;"Pasta, cooked, stuffed or otherwise prepared (but not as a complete dish); couscous, except as a complete dish";
P23722;"Prepared dishes containing stuffed pasta; prepared couscous dishes";
P239;Food products n.e.c.;
P2391;Coffee and tea;
P23911;Coffee, decaffeinated or roasted;
P23912;"Coffee substitutes containing coffee; extracts, essences and concentrates of coffee, and preparations with a basis thereof or with a basis of coffee; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof";
P23913;Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg;
P23914;Extracts, essences and concentrates of tea or maté, and preparations with a basis thereof or with a basis of tea or maté;
P2392;Spices and aromatics, processed;
P23921;Pepper (piper spp.), processed;
P23922;Chillies and peppers, dry (capsicum spp., pimenta), processed;
P23923;Nutmeg, mace, cardamoms, processed;
P23924;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, processed;
P23925;Cinnamon (canella), processed;
P23926;Cloves (whole stems), processed;
P23927;Ginger, processed;
P23928;Vanilla, processed;
P23929;Other spices and aromatics, processed;
P2399;Other food products;
P23991;"Homogenized preparations of meat, vegetables, fruits or nuts; preparations of milk, flour, meal, starch or malt extract, for infant use n.e.c.; homogenized composite food preparations";
P23992;Soups and broths and preparations thereof;
P23993;"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin";
P23994;Vinegar and substitutes therefor obtained from acetic acid;
P23995;"Sauces; mixed condiments; mustard flour and meal; prepared mustard";
P23996;"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders";
P23997;Other prepared dishes and meals;
P23999;Other food products n.e.c.;
P24;Beverages;
P241;"Ethyl alcohol; spirits, liqueurs and other spirituous beverages";
P2411;Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher;
P24110;Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher;
P2413;"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages";
P24131;Spirits, liqueurs and other spirituous beverages of an alcoholic strength by volume of about 40% vol;
P24139;Other spirituous beverages and undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol;
P242;Wines;
P2421;"Wine of fresh grapes, whether or not flavoured; grape must";
P24211;Sparkling wine of fresh grapes;
P24212;"Wine of fresh grapes, except sparkling wine; grape must";
P2422;Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances;
P24220;Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances;
P2423;Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt;
P24230;Cider, perry, mead and other fermented beverages, except wine of fresh grapes and beer made from malt;
P243;Malt liquors and malt;
P2431;Beer made from malt;
P24310;Beer made from malt;
P2432;Malt, whether or not roasted;
P24320;Malt, whether or not roasted;
P244;"Soft drinks; bottled mineral waters";
P2441;Bottled waters, not sweetened or flavoured;
P24410;Bottled waters, not sweetened or flavoured;
P2449;Other non-alcoholic caloric beverages;
P24490;Other non-alcoholic caloric beverages;
P25;Tobacco products;
P250;Tobacco products;
P2501;Cured stemmed/stripped tobacco leaves;
P25010;Cured stemmed/stripped tobacco leaves;
P2502;Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes;
P25020;Cigars, cheroots, cigarillos and cigarettes of tobacco or tobacco substitutes;
P2509;"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences";
P25090;"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences";
P26;"Yarn and thread; woven and tufted textile fabrics";
P261;Natural textile fibres prepared for spinning;
P2611;Raw silk (not thrown);
P26110;Raw silk (not thrown);
P2613;Wool, degreased or carbonized, not carded or combed;
P26130;Wool, degreased or carbonized, not carded or combed;
P2614;Noils of wool or of fine animal hair;
P26140;Noils of wool or of fine animal hair;
P2615;Wool and fine or coarse animal hair, carded or combed;
P26150;Wool and fine or coarse animal hair, carded or combed;
P2616;Cotton, carded or combed;
P26160;Cotton, carded or combed;
P2617;"Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres";
P26170;"Jute and other textile bast fibres (except flax, true hemp and ramie), processed but not spun; tow and waste of these fibres";
P2619;"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres";
P26190;"Other vegetable textile fibres, processed but not spun; tow and waste of these fibres";
P262;Man-made textile staple fibres processed for spinning;
P2621;Synthetic staple fibres, carded, combed or otherwise processed for spinning;
P26210;Synthetic staple fibres, carded, combed or otherwise processed for spinning;
P2622;Artificial staple fibres, carded, combed or otherwise processed for spinning;
P26220;Artificial staple fibres, carded, combed or otherwise processed for spinning;
P263;Textile yarn and thread of natural fibres;
P2631;"Silk yarn and yarn spun from silk waste; silk-worn gut";
